Genome	Genome_accession
MGYG000119871	ERZ934915
MGYG000271573	ERZ859854
MGYG000002923	URIE01,CABSTO01
MGYG000276307	ERZ903662
MGYG000154868	ERZ904499
MGYG000108360	ERZ906893
MGYG000012859	ERZ830701
MGYG000080950	ERZ968007
MGYG000140883	CAAFDT01
MGYG000248247	ERZ844962
MGYG000020296	ERZ979341
MGYG000057674	ERZ875615
MGYG000216610	ERZ950520
MGYG000241390	ERZ967558
MGYG000092347	ERZ849585
MGYG000042378	ERZ899752
MGYG000038464	ERZ830650
MGYG000194055	ERZ929320
MGYG000189579	ERZ835941
MGYG000217992	ERZ901821
MGYG000112033	UIOG01
MGYG000071669	ERZ981281
MGYG000131717	ERZ847124
MGYG000095976	ERZ905499
MGYG000220895	ERZ864469
MGYG000025830	ERZ934931
MGYG000201189	ERZ899678
MGYG000031163	ERZ987509
MGYG000065993	ERZ935409
MGYG000045137	ERZ851755
MGYG000181476	GCA_000164475.1
MGYG000171305	ERZ983047
MGYG000044595	ERZ867738
MGYG000121841	ERZ961761
MGYG000033344	ERZ899154
MGYG000100049	ERZ850795
MGYG000155543	ERZ831885
MGYG000285941	ERZ874855
MGYG000181964	ERZ935636
MGYG000213048	ERZ831332
MGYG000093502	ERZ970282
MGYG000009025	ERZ845347
MGYG000118751	ERZ969845
MGYG000194917	ERZ837187
MGYG000079670	ERZ937020
MGYG000209140	ERZ846822
MGYG000095086	ERZ949322
MGYG000218387	ERZ848061
MGYG000103575	ERZ975203
MGYG000014187	ERZ935155
MGYG000001749	CABRNB01
MGYG000286543	ERZ987458
MGYG000128847	ERZ832667
MGYG000081081	ERZ871438
MGYG000003995	CABUHF01
MGYG000028554	ERZ860482
MGYG000118340	ERZ868180
MGYG000095506	ERZ867990
MGYG000037987	ERZ982465
MGYG000100255	ERZ947437
MGYG000110932	ERZ949802
MGYG000186522	ERZ861893
MGYG000210249	ERZ981102
MGYG000282323	ERZ960861
MGYG000221300	ERZ876577
MGYG000036316	ERZ872963
MGYG000046421	ERZ1628884,ERZ951422
MGYG000123450	ERZ868680
MGYG000001945	CABRUV01
MGYG000025731	ERZ981087
MGYG000181472	ERZ976124
MGYG000075203	UREG01
MGYG000055297	ERZ960773
MGYG000169230	ERZ944776
MGYG000206673	ERZ972252
MGYG000288469	ERZ973979
MGYG000173388	ERZ844997
MGYG000166619	CCRA01
MGYG000196579	ERZ971203
MGYG000068884	ERZ903787
MGYG000131909	ERZ934096
MGYG000225633	ERZ980847
MGYG000264768	ERZ900838
MGYG000142986	ERZ979276
MGYG000092726	ERZ982505
MGYG000091941	ERZ945718
MGYG000164087	ERZ971385
MGYG000062832	ERZ947497
MGYG000004332	CABUSP01
MGYG000115375	ERZ848781
MGYG000142260	ERZ976772
MGYG000118500	ERZ980435
MGYG000064503	ERZ978532
MGYG000280758	ERZ872561
MGYG000112294	ERZ906040
MGYG000083166	ERZ876296
MGYG000071872	ERZ877999
MGYG000055697	CAAFGI01
MGYG000101799	ERZ906694
MGYG000047396	ERZ975227
MGYG000026404	ERZ960615
MGYG000121067	ERZ869108
MGYG000122002	ERZ849475
MGYG000146915	ERZ937416
MGYG000019766	ERZ968370
MGYG000093766	ERZ877128
MGYG000271799	ERZ901997
MGYG000238425	ERZ864274
MGYG000001718	CABRMI01
MGYG000262661	ERZ829555
MGYG000090850	ERZ979394
MGYG000019979	NMBC01
MGYG000216629	ERZ848201
MGYG000222117	UDSJ01
MGYG000276213	ERZ864321
MGYG000111837	ERZ839554
MGYG000105386	ERZ879435
MGYG000045952	GCA_002636215.1
MGYG000129047	ERZ846736
MGYG000053181	ERZ834639
MGYG000048280	ERZ928871
MGYG000216572	ERZ867340
MGYG000057616	ERZ843664
MGYG000171873	ERZ903405
MGYG000037802	ERZ832527
MGYG000193752	ERZ983061
MGYG000121626	ERZ970170
MGYG000206367	ERZ903249
MGYG000006033	CAJLKL01
MGYG000065942	CXHS01
MGYG000037104	ERZ837626
MGYG000273304	ERZ930941
MGYG000211189	ERZ879824
MGYG000112462	ERZ930832
MGYG000115229	ERZ870503
MGYG000000830	CABQQK01,UREL01
MGYG000036114	ERZ937140
MGYG000277499	ERZ874421
MGYG000051635	ERZ839470
MGYG000177145	NMDS01
MGYG000286416	ERZ862674
MGYG000286960	URLY01
MGYG000274470	QUKJ01
MGYG000175992	ERZ989559
MGYG000038773	ERZ861623
MGYG000070204	ERZ898038
MGYG000013605	ERZ948466
MGYG000056247	ERZ849753
MGYG000116852	USGU01
MGYG000242456	ERZ946906
MGYG000016555	ERZ838741
MGYG000184468	ERZ988048
MGYG000087322	ERZ968319
MGYG000127856	ERZ848084
MGYG000090955	ERZ832817
MGYG000285072	ERZ977200
MGYG000005145	CAJJNZ01
MGYG000285133	ERZ840187
MGYG000080443	ERZ906525
MGYG000029812	ERZ981768
MGYG000017181	QRQL01
MGYG000113304	CAAGFX01
MGYG000009221	ERZ934301
MGYG000181731	ERZ876432
MGYG000123124	ERZ865674
MGYG000212796	ERZ959864
MGYG000049849	ERZ870134
MGYG000211962	ERZ830050
MGYG000001786	CABRON01
MGYG000085742	ERZ974308
MGYG000079181	ERZ948100
MGYG000158759	QTVZ01
MGYG000210596	ERZ975741
MGYG000091134	ERZ867522
MGYG000035449	ERZ839109
MGYG000052346	ERZ948958
MGYG000005279	CAJKBC01
MGYG000030918	ERZ981559
MGYG000172808	ERZ850406
MGYG000040666	ERZ852146
MGYG000194029	ERZ852315
MGYG000057614	QRNH01
MGYG000218220	ERZ836315
MGYG000159561	ERZ927680
MGYG000053393	ERZ839674
MGYG000219215	ERZ872513
MGYG000144474	ERZ896335
MGYG000175442	ERZ983003
MGYG000227431	ERZ980849
MGYG000073093	ERZ948117
MGYG000069646	UQAC01
MGYG000229883	ERZ946704
MGYG000135872	ERZ845787
MGYG000269664	ERZ905895
MGYG000211103	GCA_000157075.2
MGYG000235057	ERZ849758
MGYG000048441	ERZ896167,ERZ1591944
MGYG000176206	ERZ877884
MGYG000056131	ERZ961127
MGYG000269976	ERZ849683
MGYG000132538	MZSW01
MGYG000032507	UQTF01
MGYG000161286	ERZ846261
MGYG000046271	ERZ871012
MGYG000166464	ERZ846006
MGYG000122445	ERZ865997
MGYG000121381	ERZ869880
MGYG000153490	ERZ845509
MGYG000044181	ERZ965941
MGYG000004443	CABUWP01
MGYG000029510	ERZ877730
MGYG000131468	ERZ878782
MGYG000280385	ERZ843702
MGYG000275245	ERZ928175
MGYG000087383	ERZ932877
MGYG000281780	ERZ863871
MGYG000115000	ERZ982182
MGYG000004774	CAJMQQ01
MGYG000027106	ERZ879328
MGYG000066006	ERZ953341
MGYG000034093	ERZ835166
MGYG000056461	ERZ974447
MGYG000272927	ERZ901211
MGYG000137866	ERZ969544
MGYG000239412	ERZ966195
MGYG000103949	ERZ832871
MGYG000052783	ERZ978674
MGYG000078975	ERZ873913
MGYG000055341	ERZ984920
MGYG000192163	ERZ966308
MGYG000254255	ERZ972520
MGYG000126916	ERZ862131
MGYG000271276	ERZ871361
MGYG000228203	ERZ861604
MGYG000064693	ERZ896657
MGYG000015371	ERZ838097
MGYG000193927	ERZ973303
MGYG000091495	ERZ971579
MGYG000271243	ERZ879236
MGYG000164657	ERZ979266
MGYG000158757	ERZ895746
MGYG000016779	ERZ867797
MGYG000151913	QUGE01
MGYG000136348	ERZ872575,ERZ1617049
MGYG000015659	ERZ971199
MGYG000273334	ERZ974319
MGYG000070327	ERZ868722
MGYG000091953	GCA_000160835.1
MGYG000002355	AUYW01,CABMIC01
MGYG000180230	ERZ988018
MGYG000258382	ERZ935682
MGYG000001122	CABRCG01,CAAEMX01
MGYG000266215	ERZ829260
MGYG000208322	ERZ963601
MGYG000206890	MOPF01
MGYG000017407	ERZ852597
MGYG000275702	ERZ983480
MGYG000123521	ERZ977141
MGYG000054560	ERZ838528
MGYG000221418	ERZ832885
MGYG000248990	ERZ959231
MGYG000232699	GCA_003018235.1
MGYG000030786	ERZ863374
MGYG000092735	ERZ895026
MGYG000004854	CAJMSD01
MGYG000196345	ERZ846757
MGYG000095379	ERZ930501
MGYG000146539	ERZ899429
MGYG000153152	ERZ877376
MGYG000059773	ERZ834719
MGYG000055389	ERZ865305
MGYG000083145	ERZ866305
MGYG000177314	ERZ972412
MGYG000262993	ERZ934161
MGYG000088981	ERZ849069
MGYG000033535	ERZ975275
MGYG000134359	ERZ852269
MGYG000207698	ERZ937368
MGYG000084504	ERZ846308
MGYG000062062	ERZ868402,ERZ868381
MGYG000050695	ERZ868402,ERZ868381
MGYG000191018	ERZ935694
MGYG000041101	ERZ900849
MGYG000055318	ERZ830542
MGYG000184203	ERZ960807
MGYG000062266	ERZ966349
MGYG000002173	CABSCV01
MGYG000276044	ERZ867734
MGYG000144088	ERZ960029
MGYG000217883	ERZ850280
MGYG000271544	ERZ961901
MGYG000222013	ERZ977041
MGYG000161176	ERZ866489
MGYG000144811	ERZ929398
MGYG000230244	ERZ899070
MGYG000011411	ERZ928423
MGYG000129097	QRXQ01
MGYG000095135	ERZ868606
MGYG000220487	ERZ865588
MGYG000016860	ERZ944296
MGYG000269327	ERZ988941
MGYG000214476	ERZ934137
MGYG000144176	URWI01
MGYG000171652	ERZ960233
MGYG000080776	ERZ837046
MGYG000004104	CABULB01
MGYG000126863	ERZ934828
MGYG000030710	ERZ980920
MGYG000106161	ERZ980704
MGYG000161168	ERZ930255
MGYG000210780	ERZ834021
MGYG000072129	ERZ933855
MGYG000168005	ERZ829799
MGYG000130502	NJME01
MGYG000250536	ERZ862266
MGYG000079203	ERZ863409
MGYG000034057	ERZ968840
MGYG000176043	ERZ878122
MGYG000281554	ERZ976092
MGYG000100631	ERZ838134
MGYG000059448	ERZ902442
MGYG000226550	ERZ933639
MGYG000068807	ERZ875515
MGYG000134765	ERZ967607
MGYG000084158	ERZ950631
MGYG000093668	ERZ831235
MGYG000257560	ERZ936165
MGYG000277673	ERZ867194
MGYG000102289	ERZ835817
MGYG000085186	ERZ945845
MGYG000106266	ERZ896425
MGYG000055806	ERZ849913
MGYG000021102	ERZ982400
MGYG000228251	ERZ847754
MGYG000041081	ERZ936105
MGYG000110260	ERZ847238
MGYG000006945	CAJLNA01
MGYG000209236	ERZ900237
MGYG000122451	CXLY01
MGYG000158722	ERZ901245
MGYG000048171	ERZ830927
MGYG000240539	ERZ845409
MGYG000286509	ERZ975818
MGYG000061644	ERZ866898
MGYG000031899	ERZ895577
MGYG000229150	ERZ835320
MGYG000140385	ERZ934522
MGYG000010968	LHAW01
MGYG000010061	ERZ905304
MGYG000110690	ERZ975099
MGYG000199795	ERZ862194
MGYG000277564	ERZ864550
MGYG000211905	ERZ865585
MGYG000190437	OMNE01
MGYG000075748	ERZ872252
MGYG000132872	ERZ866546
MGYG000120398	CAAECR01
MGYG000077924	ERZ868016
MGYG000021160	MPEP01
MGYG000114024	ERZ829875
MGYG000083142	ERZ901127
MGYG000268158	ERZ932258
MGYG000093494	ERZ876493
MGYG000000518	CABQFA01
MGYG000267741	ERZ982894
MGYG000156645	ERZ981529
MGYG000215480	JSDO01
MGYG000027737	ERZ962444
MGYG000137943	ERZ903512
MGYG000040757	ERZ878709
MGYG000153574	ERZ861031
MGYG000263262	ERZ900631
MGYG000144834	ERZ850636
MGYG000144626	ERZ932009
MGYG000106070	ERZ984221
MGYG000214021	ERZ873296
MGYG000175548	ERZ870851
MGYG000256021	ALDQ01
MGYG000135466	ERZ851568
MGYG000227074	ERZ962007
MGYG000237603	ERZ979250
MGYG000065954	ERZ851998
MGYG000182551	CUQB01
MGYG000154430	ERZ837745
MGYG000246260	ERZ971018
MGYG000005239	CAJKML01
MGYG000063234	ERZ898570
MGYG000040891	ERZ877995
MGYG000020589	ERZ866271
MGYG000262669	CZPM01
MGYG000011174	ERZ866157
MGYG000215815	ERZ850954
MGYG000281306	ERZ875309
MGYG000146738	ERZ896743
MGYG000132454	ERZ905759
MGYG000117869	ERZ862458
MGYG000243477	ERZ899330
MGYG000113348	ERZ971120
MGYG000240129	ERZ875891
MGYG000100400	ERZ831472
MGYG000281777	ERZ833574
MGYG000202810	ERZ975764
MGYG000262918	ERZ895978
MGYG000068738	ERZ979660
MGYG000084653	ERZ831959
MGYG000018483	ERZ961873
MGYG000247380	ERZ961873
MGYG000004484	CABUYF01
MGYG000177122	ERZ877972
MGYG000179430	ERZ838404
MGYG000131908	LSCB01
MGYG000217818	MWMU01
MGYG000060430	CAAFDF01
MGYG000171111	USJP01
MGYG000063251	CXLO01
MGYG000160890	ERZ940317
MGYG000110859	ERZ944768
MGYG000000646	CABQJT01
MGYG000252447	ERZ970600
MGYG000111161	GCA_000940895.1
MGYG000024243	ERZ927620
MGYG000162929	AQDC01
MGYG000006101	CAJLLB01
MGYG000180772	ERZ988144
MGYG000036213	ERZ861991
MGYG000029819	ERZ947589
MGYG000072079	ERZ970938
MGYG000258189	ERZ851779
MGYG000252409	ERZ848202
MGYG000009737	ERZ978538
MGYG000036105	ERZ984282
MGYG000005620	CAJKIB01
MGYG000204324	ERZ863262
MGYG000288435	ERZ850605
MGYG000121554	ERZ833513
MGYG000223839	ERZ847110
MGYG000074311	ERZ931370
MGYG000069562	ERZ936095
MGYG000056486	ERZ975814
MGYG000107743	ERZ900947
MGYG000182116	ERZ844442
MGYG000057725	QTVE01
MGYG000161974	ERZ979612
MGYG000037240	ERZ838907
MGYG000161433	ERZ851707
MGYG000246483	ERZ896238
MGYG000261792	QSDT01
MGYG000086082	ERZ967540
MGYG000280717	USDA01
MGYG000156617	CWVL01
MGYG000055099	ERZ876113
MGYG000238073	ERZ975867
MGYG000121942	ERZ967359
MGYG000106115	ERZ838322
MGYG000075559	ERZ842464
MGYG000037478	ERZ931920
MGYG000075341	ERZ866516
MGYG000141675	ERZ974569
MGYG000186508	ERZ948455
MGYG000251848	ERZ935051
MGYG000162621	ERZ960007
MGYG000243989	ERZ930388
MGYG000028892	ERZ934979
MGYG000238569	ERZ978347
MGYG000279649	CXAV01
MGYG000089627	ERZ987434
MGYG000103754	ERZ898670
MGYG000256363	ERZ947134
MGYG000239550	ERZ987695
MGYG000072719	ERZ833339
MGYG000244317	ERZ877256
MGYG000011930	ERZ846332
MGYG000278060	NOHF01
MGYG000016082	ERZ953811
MGYG000020909	ERZ934243
MGYG000155120	ERZ860343
MGYG000198760	ERZ943947
MGYG000061686	ERZ949449
MGYG000155379	QVGI01
MGYG000053954	ERZ875628
MGYG000013559	MOKP01
MGYG000207593	ERZ847022
MGYG000223031	ERZ931446
MGYG000115590	ERZ981512
MGYG000095835	ERZ928547
MGYG000220961	ERZ903993
MGYG000184036	ERZ962674
MGYG000208515	ERZ835201
MGYG000159482	ERZ940381
MGYG000133323	ERZ900863
MGYG000121251	ERZ846322
MGYG000172385	JSUA01
MGYG000251270	ERZ982617
MGYG000278541	ERZ843068
MGYG000185689	ERZ832571
MGYG000013016	ERZ833553
MGYG000040249	ERZ836803
MGYG000094054	ERZ844231
MGYG000101543	ERZ959565
MGYG000163788	QFSA01
MGYG000071839	ERZ834507
MGYG000228856	ERZ927340
MGYG000141622	ERZ879616
MGYG000233692	ERZ986815
MGYG000190061	ERZ899096
MGYG000175411	ARWS01
MGYG000138074	ERZ867430
MGYG000245674	ERZ837152
MGYG000036898	ERZ976535
MGYG000196462	ERZ835442
MGYG000279178	ERZ983148
MGYG000260926	ERZ944904
MGYG000020291	ERZ833797
MGYG000190014	ERZ860404
MGYG000151671	ERZ831183
MGYG000068450	ERZ944824
MGYG000081384	QUSN01
MGYG000176826	ERZ970808
MGYG000158595	ERZ838884
MGYG000240078	ERZ936330
MGYG000167630	ERZ946429
MGYG000077848	ERZ961843
MGYG000230631	ERZ981307
MGYG000262132	NOGV01
MGYG000069681	ERZ963318
MGYG000139752	ERZ950235
MGYG000192377	FBUP01
MGYG000233305	ERZ863647
MGYG000062316	ERZ852443
MGYG000245778	ERZ985504
MGYG000050938	ERZ976997
MGYG000237249	ERZ870746
MGYG000140858	ERZ906711
MGYG000107205	ERZ878906
MGYG000283411	ERZ946142
MGYG000232450	CUPN01
MGYG000130633	ERZ980373
MGYG000031468	ERZ951103
MGYG000000868	CABQSJ01,UQUX01
MGYG000287309	ERZ897901
MGYG000232449	ERZ833523
MGYG000085471	ERZ933847
MGYG000025214	ERZ869112
MGYG000067174	ERZ968137
MGYG000074772	ERZ935032
MGYG000019593	ERZ929823
MGYG000011492	JNPN01
MGYG000036395	ERZ869596
MGYG000210752	ERZ982524
MGYG000243060	ERZ967199
MGYG000053815	ERZ983179
MGYG000005489	CAJJPS01
MGYG000017117	ERZ944370
MGYG000012352	ERZ971215
MGYG000260613	GCA_001405175.1
MGYG000162147	ERZ829804
MGYG000004732	CAJMLV01
MGYG000189944	ERZ871063
MGYG000006050	CAJJZZ01
MGYG000193113	ERZ971289
MGYG000073497	ERZ950155
MGYG000278759	ERZ895001
MGYG000037602	ERZ961377
MGYG000124527	ERZ876292
MGYG000111402	ERZ984638
MGYG000063384	ERZ903415
MGYG000049998	ERZ834994
MGYG000240312	ERZ866261
MGYG000266225	ERZ961485
MGYG000228591	ERZ843429
MGYG000270153	ERZ968213
MGYG000061663	FTYN01
MGYG000069155	ERZ849439
MGYG000137678	ERZ937769
MGYG000002025	CABRXX01
MGYG000005754	CAJKOR01
MGYG000211572	ERZ928073
MGYG000091771	ERZ873541
MGYG000020246	ERZ936931
MGYG000162346	ERZ849947
MGYG000129890	ERZ904684
MGYG000114183	ERZ833482
MGYG000271891	ERZ928168
MGYG000232772	ERZ979683
MGYG000051632	ERZ967744
MGYG000188920	CAAEUY01
MGYG000098177	AGZP01
MGYG000083550	ERZ966483
MGYG000177981	ERZ838489
MGYG000081771	ERZ975650
MGYG000201765	ERZ834584
MGYG000021775	ERZ851562
MGYG000266242	ERZ879367
MGYG000224977	ERZ977711
MGYG000060122	ERZ946482
MGYG000146323	ERZ977052
MGYG000075036	ERZ987618
MGYG000138987	ERZ929724
MGYG000124561	ERZ983825
MGYG000039977	ERZ977407
MGYG000147261	ERZ837246
MGYG000178333	ERZ901989
MGYG000167977	ERZ876050
MGYG000260788	ERZ903951
MGYG000212472	ERZ948115
MGYG000007979	ERZ959184
MGYG000228678	ERZ873224
MGYG000224313	ERZ872102
MGYG000125392	ERZ876098
MGYG000003630	CABTUG01,CAAGMM01
MGYG000085731	ERZ976451
MGYG000074922	ERZ839085
MGYG000156300	ERZ872580
MGYG000134693	ERZ978753
MGYG000242890	ERZ900976
MGYG000073408	ERZ878177
MGYG000109662	ERZ933386
MGYG000121113	ERZ982985
MGYG000005065	CAJLDQ01
MGYG000207916	ERZ981235
MGYG000174005	ERZ863470
MGYG000235877	ERZ968982
MGYG000234879	ERZ844754
MGYG000046230	ERZ877225
MGYG000237382	ERZ949150
MGYG000160946	ERZ897157
MGYG000023692	ERZ879712
MGYG000286555	ERZ971325
MGYG000124011	ERZ861808
MGYG000271392	ERZ833373
MGYG000013120	ERZ979169
MGYG000165905	QRYO01
MGYG000235941	ERZ934191
MGYG000085729	ERZ978651
MGYG000248221	CUTW01
MGYG000039478	ERZ986285
MGYG000039633	ERZ846830
MGYG000148024	ERZ845235
MGYG000159104	ERZ986923
MGYG000203072	ERZ930828
MGYG000057921	PJHL01
MGYG000237685	CAAFWB01
MGYG000269006	ERZ949549
MGYG000250212	ERZ906467
MGYG000186212	ERZ899024
MGYG000200299	ERZ847697
MGYG000073592	ERZ842948
MGYG000050269	ERZ868067
MGYG000042412	ERZ950466
MGYG000047267	ERZ870616
MGYG000063904	ERZ988243
MGYG000143383	FMFD01
MGYG000285168	ERZ895335
MGYG000176857	ERZ850706
MGYG000006878	CAJKCM01
MGYG000156529	ERZ880110
MGYG000129598	ERZ975887
MGYG000127596	ERZ949199
MGYG000261181	ERZ959636
MGYG000204498	ERZ896019
MGYG000031459	ERZ874327
MGYG000139468	ERZ879473
MGYG000065711	ERZ846984
MGYG000166533	ERZ849717
MGYG000048592	QFTD01
MGYG000004705	CAJMMT01
MGYG000111440	ERZ876184
MGYG000279759	ERZ950369
MGYG000173956	CAAEJT01
MGYG000051631	QROV01
MGYG000024957	ERZ945682
MGYG000106141	ERZ900415
MGYG000153923	ERZ833087
MGYG000001796	CABRPM01
MGYG000116264	ERZ933332
MGYG000005046	CAJMHF01
MGYG000259605	ERZ934173
MGYG000053344	ERZ849822
MGYG000200600	ERZ935175
MGYG000026629	ERZ945478
MGYG000016680	ERZ843912
MGYG000220400	ERZ847332
MGYG000197348	ERZ979356
MGYG000212968	CAAGCH01
MGYG000169119	MOSX01
MGYG000143959	ERZ986297
MGYG000137336	USFY01
MGYG000219166	ERZ931178
MGYG000264590	ERZ931017
MGYG000237074	ERZ866419
MGYG000249674	ERZ974280
MGYG000107438	ERZ871933
MGYG000087241	ERZ932647
MGYG000288591	ERZ981832
MGYG000101220	JEWX01
MGYG000221847	ERZ944315
MGYG000173833	ERZ870858
MGYG000034027	ERZ988825
MGYG000145785	ERZ958908
MGYG000167123	ERZ935090
MGYG000110314	ERZ950851
MGYG000021610	LKUR01
MGYG000065576	FTZU01
MGYG000232439	JPUT01
MGYG000105985	ERZ987244
MGYG000259084	ERZ970812
MGYG000004021	CABUIF01
MGYG000001824	CABRPU01
MGYG000173033	ERZ863966
MGYG000268816	ERZ902437
MGYG000269038	ERZ904006
MGYG000269359	ERZ867415
MGYG000093432	USSO01
MGYG000231470	ERZ982173
MGYG000073791	QLKM01
MGYG000168133	ERZ935565
MGYG000101342	ERZ972217
MGYG000254059	ERZ936329
MGYG000026367	ERZ969187
MGYG000157261	ERZ980218
MGYG000213298	ERZ847606
MGYG000222941	ERZ985888
MGYG000078218	ERZ976434
MGYG000117385	ERZ839090
MGYG000000835	CABQQP01,URXP01
MGYG000002623	CABSIK01
MGYG000164709	ERZ833531
MGYG000232323	ERZ982904
MGYG000247454	ERZ936762
MGYG000224196	ERZ898992
MGYG000215331	ERZ877354
MGYG000102195	ERZ895515
MGYG000203503	ERZ879253
MGYG000170491	ERZ981646
MGYG000115296	ERZ859797
MGYG000028945	ERZ844246
MGYG000176776	CXCZ01
MGYG000006077	CAJKTL01
MGYG000000900	CABQTR01,URDS01
MGYG000037025	ERZ845865
MGYG000269499	ERZ848750
MGYG000152067	ERZ968159
MGYG000043469	ERZ833192
MGYG000261605	ERZ839803
MGYG000217958	ERZ960510
MGYG000142714	ERZ833082
MGYG000178029	ERZ979549
MGYG000115491	ERZ931393
MGYG000083149	ERZ897019
MGYG000264681	ERZ974721
MGYG000227578	ERZ843284
MGYG000103049	ERZ980005
MGYG000190968	ERZ949795
MGYG000107537	ERZ879838
MGYG000028282	QRTB01
MGYG000208050	ERZ844198
MGYG000230135	ERZ975807
MGYG000243567	PJDV01
MGYG000168745	ERZ903192
MGYG000096653	ERZ871548
MGYG000056468	ERZ860517
MGYG000262563	ERZ928844
MGYG000187507	ERZ865239
MGYG000143357	ERZ837059
MGYG000091815	ERZ989378
MGYG000247598	ERZ867491
MGYG000073033	ERZ970700
MGYG000031107	ERZ870722
MGYG000257195	ERZ974589
MGYG000283209	ERZ901529
MGYG000239085	JNRV01
MGYG000208728	QNVZ01
MGYG000004459	CABUXD01
MGYG000026572	ERZ900970
MGYG000234633	ERZ949517
MGYG000071543	ERZ985666
MGYG000218453	ERZ980987
MGYG000166610	ERZ930654
MGYG000100455	NIVR01
MGYG000242784	ERZ879157
MGYG000231074	ERZ835943
MGYG000191876	ERZ866367
MGYG000192924	ERZ844995
MGYG000056553	ERZ863405
MGYG000134785	ERZ969938
MGYG000052434	NQIV01
MGYG000281844	ERZ934163
MGYG000100028	ERZ829084
MGYG000193960	ERZ961228
MGYG000068979	MSGJ01
MGYG000246843	ERZ898928
MGYG000147036	ERZ967450
MGYG000073189	ERZ843964
MGYG000180411	ERZ985805
MGYG000003426	CABTLQ01,CAAFXH01
MGYG000246610	ERZ978777
MGYG000151309	GCA_001874505.1
MGYG000142752	ERZ930441
MGYG000135781	ERZ950317
MGYG000034066	ERZ838997
MGYG000042887	ERZ877830
MGYG000179557	ERZ927006
MGYG000241623	ERZ961521
MGYG000088902	ERZ904115
MGYG000023369	CXFJ01
MGYG000195526	ERZ844896
MGYG000088574	QSGJ01
MGYG000099005	ERZ988388
MGYG000113936	ERZ865324
MGYG000153236	ERZ947639
MGYG000039231	ERZ971972
MGYG000138831	ERZ931276
MGYG000281089	ERZ862724
MGYG000128461	ERZ960447
MGYG000149471	ERZ959540
MGYG000261084	ERZ989419
MGYG000004274	CABPCW01
MGYG000030675	ERZ948560
MGYG000085324	ERZ966361
MGYG000269865	ERZ838474
MGYG000237992	CPZE01
MGYG000245179	ERZ851223
MGYG000161440	ERZ967751
MGYG000002548	LWAQ01,CABMOP01
MGYG000247115	ERZ846427
MGYG000041612	ERZ944171
MGYG000068787	ERZ832063
MGYG000108991	ERZ977172
MGYG000113329	OENU01
MGYG000030703	ERZ900454
MGYG000159587	ERZ962938
MGYG000196481	ERZ899390
MGYG000255321	ERZ877836
MGYG000213506	ERZ864543
MGYG000012991	ERZ895763
MGYG000161736	ERZ877278
MGYG000136237	ERZ865821
MGYG000001353	GCA_000169035.1,CABKPD02
MGYG000141811	GCA_000169035.1,CABKPD02
MGYG000274233	ERZ928678
MGYG000276377	ERZ848529
MGYG000175990	ERZ863509
MGYG000015101	ERZ832286
MGYG000136807	NNTP01
MGYG000238896	ERZ869373
MGYG000166700	ERZ978258
MGYG000160934	ERZ1633508,ERZ863681
MGYG000063062	QSDK01
MGYG000093099	ERZ837598
MGYG000284568	ERZ982683
MGYG000085313	ERZ831985
MGYG000067997	ERZ874564
MGYG000178373	ERZ862622
MGYG000177013	ERZ949853
MGYG000006348	CAJMDE01
MGYG000165571	ERZ967391
MGYG000059361	ERZ871807
MGYG000032498	ERZ872358
MGYG000242816	ERZ988020
MGYG000260448	ERZ846581
MGYG000088922	ERZ832167
MGYG000006521	CAJJSF01
MGYG000075181	ERZ966998
MGYG000007091	ERZ986581
MGYG000245961	ERZ975472
MGYG000017609	ERZ870669
MGYG000208962	CWWC01
MGYG000114260	ERZ899878
MGYG000221893	ERZ966184
MGYG000132545	ERZ971441
MGYG000114385	ERZ976343
MGYG000009391	ERZ861390
MGYG000236848	ERZ961586
MGYG000279706	ERZ846977
MGYG000013546	ERZ907037
MGYG000200877	ERZ933236
MGYG000060397	ERZ850707
MGYG000006857	CAJLIT01
MGYG000040061	ERZ847128
MGYG000039706	ERZ870440
MGYG000020576	ERZ842475
MGYG000256186	ERZ977274
MGYG000248186	QSUM01
MGYG000285768	ERZ875404
MGYG000127121	ERZ982194
MGYG000259721	ERZ932452
MGYG000177024	ERZ878320
MGYG000030036	ERZ899087
MGYG000118250	ERZ937187
MGYG000249879	ERZ979300
MGYG000094525	ERZ962459
MGYG000144003	ERZ898595
MGYG000255878	ERZ948258
MGYG000171520	ERZ861206
MGYG000120221	FUAM01
MGYG000164978	LGBG01
MGYG000065566	ERZ988836
MGYG000056483	ERZ933551
MGYG000265432	ERZ976114
MGYG000108054	ERZ965828
MGYG000190545	ERZ876851
MGYG000210297	ERZ962837
MGYG000080276	CAAFEH01
MGYG000276998	ERZ906739
MGYG000024094	NRZR01
MGYG000178668	ERZ979811
MGYG000090874	JPJD01
MGYG000173687	ERZ935457
MGYG000107860	ERZ849701
MGYG000218042	ERZ950321
MGYG000130749	ABED02
MGYG000113831	ANUU01
MGYG000149769	ERZ966376
MGYG000231726	ERZ872127
MGYG000014808	ERZ945634
MGYG000108328	ERZ844709
MGYG000241079	ERZ879632
MGYG000102483	ERZ937415
MGYG000151130	ERZ870986
MGYG000119758	ERZ944803
MGYG000060625	ERZ963163
MGYG000087166	ERZ948850
MGYG000259885	ERZ980111
MGYG000077651	ERZ845038
MGYG000136178	ERZ865532
MGYG000059805	PQUP01
